Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-17 24:23:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:23:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:23:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:23:17	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:23:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:23:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:23:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:23:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:23:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:23:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:23:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:23:57	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:17	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:24:57	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:17	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:25:57	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:17	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:26:57	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:17	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:27:57	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:2	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:7	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:12	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:17	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:22	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:27	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:32	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:37	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:42	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:47	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:52	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:28:58	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:3	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:8	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:13	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:18	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:23	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:28	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:33	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:38	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:43	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:48	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:53	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:29:58	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:3	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:8	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:13	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:18	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:23	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:28	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:33	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:38	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:43	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:48	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:53	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:30:58	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:3	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:8	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:13	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:18	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:23	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:28	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:33	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:38	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:43	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:48	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:53	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:31:58	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:3	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:8	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:13	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:18	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:23	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:28	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:33	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:38	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:43	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:48	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:53	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:32:58	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:3	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:8	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:13	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:18	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:23	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:28	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:33	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:38	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:43	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:48	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:53	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:33:58	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:3	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:8	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:13	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:18	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:23	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:28	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:33	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:38	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:43	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:48	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:53	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:34:58	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:3	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:8	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:13	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:18	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:23	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:28	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:33	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:38	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:43	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:48	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:53	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:35:58	0.00	0.00	1.05	1.74	-0.69	0
2017-4-17 24:36:3	0.00	0.00	1.05	1.74	-0.69	0
