Datum	m3 kapljicno	m3 trata	set point	kolicina v rezervoarju	napaka	ventil
2017-4-17 8:32:29	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:32:34	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:32:39	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:32:44	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:32:49	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:32:54	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:32:59	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 8:33:4	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:33:9	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 8:33:14	0.00	0.00	1.05	8.10	-7.05	0
2017-4-17 8:33:19	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:33:24	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:33:29	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:33:34	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:33:39	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:33:44	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 8:33:49	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:33:54	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:33:59	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:34:4	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:34:9	0.00	0.00	1.05	8.02	-6.97	0
2017-4-17 8:34:14	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:34:19	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:34:24	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:34:29	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:34:34	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:34:39	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 8:34:44	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:34:49	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:34:54	0.00	0.00	1.05	8.16	-7.11	0
2017-4-17 8:34:59	0.00	0.00	1.05	8.04	-6.99	0
2017-4-17 8:35:4	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:35:9	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:35:14	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:35:19	0.00	0.00	1.05	8.08	-7.03	0
2017-4-17 8:35:24	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:35:29	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:35:34	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:35:39	0.00	0.00	1.05	8.03	-6.98	0
2017-4-17 8:35:44	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:35:49	0.00	0.00	1.05	8.06	-7.01	0
2017-4-17 8:35:54	0.00	0.00	1.05	8.07	-7.02	0
2017-4-17 8:35:59	0.00	0.00	1.05	8.05	-7.00	0
2017-4-17 8:36:4	0.00	0.00	1.05	8.09	-7.04	0
2017-4-17 8:36:9	0.00	0.00	1.05	8.03	-6.98	0
